ID_Cliente,Fecha_Mes,Suscripcion_Activa,Interacciones_Soporte,Uso_Del_Servicio
154,2025-12-01,0,1,13.7
155,2025-08-01,1,0,21.2
155,2025-09-01,1,0,19.6
155,2025-10-01,1,0,12.3
155,2025-11-01,1,0,22.1
155,2025-12-01,1,0,15.5
156,2025-03-01,1,0,27.4
156,2025-04-01,1,0,33.7
156,2025-05-01,1,0,32.0
156,2025-06-01,1,0,24.9
156,2025-07-01,1,0,30.5
156,2025-08-01,1,0,25.3
156,2025-09-01,1,0,27.9
156,2025-10-01,1,0,29.9
156,2025-11-01,1,0,29.5
156,2025-12-01,1,0,31.9
157,2025-11-01,1,2,30.1
157,2025-12-01,0,0,29.7
158,2024-11-01,1,0,17.1
158,2024-12-01,1,0,18.9
158,2025-01-01,1,1,17.4
158,2025-02-01,1,0,19.0
158,2025-03-01,1,1,17.2
158,2025-04-01,1,0,21.5
158,2025-05-01,1,1,15.6
158,2025-06-01,1,0,16.8
158,2025-07-01,0,1,18.9
159,2025-11-01,1,2,10.2
159,2025-12-01,1,1,4.9
160,2025-10-01,1,0,15.2
160,2025-11-01,1,0,10.8
160,2025-12-01,1,0,7.3
161,2025-05-01,1,0,8.9
161,2025-06-01,1,1,12.9
161,2025-07-01,1,0,12.1
161,2025-08-01,1,0,12.1
161,2025-09-01,1,0,17.7
161,2025-10-01,1,0,10.0
161,2025-11-01,1,0,17.3
161,2025-12-01,0,0,10.0
162,2024-10-01,1,1,21.2
162,2024-11-01,1,0,18.1
162,2024-12-01,1,0,12.6
162,2025-01-01,1,1,15.7
162,2025-02-01,1,0,14.5
162,2025-03-01,1,1,6.5
162,2025-04-01,1,0,10.2
162,2025-05-01,1,2,5.4
162,2025-06-01,0,1,6.7
163,2025-10-01,1,0,0.1
163,2025-11-01,1,0,9.2
163,2025-12-01,0,3,6.3
164,2025-04-01,1,1,8.4
164,2025-05-01,1,0,13.1
164,2025-06-01,1,0,11.7
164,2025-07-01,1,0,15.4
164,2025-08-01,1,0,15.0
164,2025-09-01,1,1,5.4
164,2025-10-01,1,0,8.8
164,2025-11-01,1,1,12.2
164,2025-12-01,1,0,6.4
165,2025-10-01,1,1,17.3
165,2025-11-01,1,0,15.3
165,2025-12-01,0,1,19.2
166,2024-09-01,1,0,15.4
166,2024-10-01,1,0,12.3
166,2024-11-01,0,0,21.2
167,2025-03-01,1,1,22.3
167,2025-04-01,1,0,26.6
167,2025-05-01,1,0,28.9
167,2025-06-01,1,1,21.1
167,2025-07-01,1,0,29.2
167,2025-08-01,1,0,23.1
167,2025-09-01,1,1,29.2
167,2025-10-01,1,0,28.0
167,2025-11-01,1,1,29.2
167,2025-12-01,0,0,28.0
168,2025-04-01,1,1,8.2
168,2025-05-01,1,1,8.0
168,2025-06-01,0,0,4.1
169,2025-05-01,1,0,12.7
169,2025-06-01,1,1,15.8
169,2025-07-01,1,0,12.2
169,2025-08-01,1,0,19.0
169,2025-09-01,0,1,18.5
170,2025-10-01,1,0,16.5
170,2025-11-01,1,0,19.2
170,2025-12-01,1,0,14.4
171,2025-03-01,1,0,29.2
171,2025-04-01,1,0,28.2
171,2025-05-01,1,0,29.9
171,2025-06-01,1,2,30.9
171,2025-07-01,1,0,28.3
171,2025-08-01,1,0,33.1
171,2025-09-01,1,0,33.6
171,2025-10-01,1,0,33.5
171,2025-11-01,0,0,27.3
172,2024-11-01,1,1,23.9
172,2024-12-01,1,0,21.3
172,2025-01-01,1,0,17.9
172,2025-02-01,1,0,17.5
172,2025-03-01,1,0,9.3
172,2025-04-01,0,1,3.0
173,2025-10-01,1,0,14.6
173,2025-11-01,1,0,15.0
173,2025-12-01,0,0,17.8
174,2025-04-01,1,0,34.3
174,2025-05-01,1,0,27.5
174,2025-06-01,0,0,22.3
175,2025-12-01,1,0,11.8
176,2025-07-01,1,1,25.4
176,2025-08-01,1,0,22.3
176,2025-09-01,1,0,28.8
176,2025-10-01,1,0,26.5
176,2025-11-01,1,0,21.9
176,2025-12-01,1,1,23.6
177,2025-06-01,1,0,20.4
177,2025-07-01,1,1,13.2
177,2025-08-01,1,0,18.8
177,2025-09-01,1,0,16.3
177,2025-10-01,1,0,18.0
177,2025-11-01,1,0,17.0
177,2025-12-01,1,0,17.0
178,2024-09-01,1,0,0.0
178,2024-10-01,0,0,0.0
179,2025-09-01,1,0,19.2
179,2025-10-01,1,0,12.2
179,2025-11-01,1,0,18.2
179,2025-12-01,1,0,11.6
180,2024-08-01,1,0,26.4
180,2024-09-01,1,0,17.4
180,2024-10-01,1,0,16.5
180,2024-11-01,1,0,18.0
180,2024-12-01,1,0,16.5
180,2025-01-01,1,0,21.1
180,2025-02-01,1,0,22.0
180,2025-03-01,1,0,19.8
180,2025-04-01,1,0,19.6
180,2025-05-01,0,0,23.2
181,2025-10-01,1,0,18.8
181,2025-11-01,1,0,14.2
181,2025-12-01,1,0,12.2
182,2024-11-01,1,1,26.5
182,2024-12-01,1,1,28.9
182,2025-01-01,0,0,20.8
183,2024-09-01,1,0,20.0
183,2024-10-01,1,0,21.1
183,2024-11-01,0,1,9.5
184,2024-08-01,1,1,28.8
184,2024-09-01,1,0,27.3
184,2024-10-01,0,0,31.6
185,2025-08-01,1,0,12.5
185,2025-09-01,1,0,10.4
185,2025-10-01,0,0,8.5
186,2024-08-01,1,1,12.9
186,2024-09-01,1,2,6.2
186,2024-10-01,0,0,13.2
187,2025-07-01,1,0,25.8
187,2025-08-01,1,0,19.3
187,2025-09-01,1,0,18.2
187,2025-10-01,1,0,17.2
187,2025-11-01,1,0,17.1
187,2025-12-01,1,0,12.9
188,2025-09-01,1,0,24.5
188,2025-10-01,1,0,16.3
188,2025-11-01,1,0,15.9
188,2025-12-01,1,0,13.1
189,2025-07-01,1,0,15.3
189,2025-08-01,0,1,7.8
190,2024-11-01,1,0,13.1
190,2024-12-01,1,0,13.5
190,2025-01-01,1,0,14.7
190,2025-02-01,1,1,10.3
190,2025-03-01,1,0,8.5
190,2025-04-01,1,0,2.1
190,2025-05-01,1,0,2.9
190,2025-06-01,1,0,1.8
190,2025-07-01,0,0,2.5
191,2025-08-01,1,0,10.5
191,2025-09-01,1,0,9.9
191,2025-10-01,1,0,7.1
191,2025-11-01,1,0,9.8
191,2025-12-01,1,1,6.2
192,2025-08-01,0,1,32.5
193,2024-11-01,1,0,17.9
193,2024-12-01,1,0,20.4
193,2025-01-01,1,0,23.9
193,2025-02-01,1,0,25.2
193,2025-03-01,1,2,19.4
193,2025-04-01,0,2,18.1
194,2025-03-01,0,1,0.7
195,2024-08-01,1,1,16.5
195,2024-09-01,1,1,16.8
195,2024-10-01,1,0,14.1
195,2024-11-01,1,0,10.8
195,2024-12-01,1,0,14.5
195,2025-01-01,1,1,14.7
195,2025-02-01,1,1,5.7
195,2025-03-01,1,0,11.5
195,2025-04-01,1,0,9.7
195,2025-05-01,1,1,7.7
195,2025-06-01,1,0,10.1
195,2025-07-01,1,0,20.9
195,2025-08-01,0,0,9.1
196,2025-01-01,1,0,25.8
196,2025-02-01,1,0,30.3
196,2025-03-01,1,1,24.4
196,2025-04-01,1,0,26.9
196,2025-05-01,1,0,35.0
196,2025-06-01,1,0,33.1
196,2025-07-01,1,0,23.2
196,2025-08-01,1,0,27.6
196,2025-09-01,1,1,27.0
196,2025-10-01,1,0,29.6
196,2025-11-01,1,0,28.0
196,2025-12-01,1,0,28.3
197,2025-02-01,1,1,13.7
197,2025-03-01,0,0,4.4
198,2025-05-01,1,1,23.1
198,2025-06-01,1,1,18.9
198,2025-07-01,1,0,23.8
198,2025-08-01,1,0,18.1
198,2025-09-01,0,0,17.5
199,2024-09-01,1,0,16.7
199,2024-10-01,1,0,27.9
199,2024-11-01,1,0,18.5
199,2024-12-01,1,0,22.4
199,2025-01-01,1,0,18.3
199,2025-02-01,1,0,25.9
199,2025-03-01,1,0,21.0
199,2025-04-01,1,1,25.4
199,2025-05-01,1,0,24.0
199,2025-06-01,1,0,21.9
199,2025-07-01,1,0,25.2
199,2025-08-01,1,2,23.6
199,2025-09-01,1,1,22.8
199,2025-10-01,1,0,23.2
199,2025-11-01,1,0,21.5
199,2025-12-01,1,0,28.3
200,2025-07-01,1,0,20.4
200,2025-08-01,1,0,20.4
200,2025-09-01,1,0,19.7
200,2025-10-01,1,1,18.6
200,2025-11-01,1,0,15.0
200,2025-12-01,1,1,17.2
201,2025-01-01,1,0,13.8
201,2025-02-01,1,1,23.9
201,2025-03-01,0,0,15.3
202,2024-09-01,1,2,9.4
202,2024-10-01,1,1,12.6
202,2024-11-01,0,1,12.1
203,2025-07-01,1,0,13.5
203,2025-08-01,1,0,13.1
203,2025-09-01,0,2,12.7
204,2024-11-01,1,0,14.7
204,2024-12-01,1,0,12.3
204,2025-01-01,1,0,11.3
204,2025-02-01,1,0,9.1
204,2025-03-01,1,0,13.6
204,2025-04-01,1,0,6.5
204,2025-05-01,1,1,4.7
204,2025-06-01,1,2,5.8
204,2025-07-01,1,1,4.3
204,2025-08-01,1,1,5.1
204,2025-09-01,1,1,4.6
204,2025-10-01,1,1,2.2
204,2025-11-01,1,0,1.6
204,2025-12-01,1,1,3.0
205,2024-12-01,0,0,15.6
206,2025-10-01,1,1,36.3
206,2025-11-01,1,0,32.0
206,2025-12-01,0,0,33.9
207,2024-10-01,1,1,28.1
207,2024-11-01,1,0,24.6
207,2024-12-01,0,0,25.7
208,2025-02-01,1,1,16.7
208,2025-03-01,1,1,14.6
208,2025-04-01,1,0,16.1
208,2025-05-01,1,0,12.6
208,2025-06-01,1,0,11.0
208,2025-07-01,0,2,1.4
209,2025-11-01,1,0,16.2
209,2025-12-01,1,0,11.9
210,2025-04-01,1,1,30.1
210,2025-05-01,1,0,33.7
210,2025-06-01,1,1,27.0
210,2025-07-01,1,0,31.1
210,2025-08-01,1,0,34.3
210,2025-09-01,0,0,31.6
211,2025-06-01,1,0,11.0
211,2025-07-01,1,0,14.7
211,2025-08-01,1,0,13.5
211,2025-09-01,1,1,10.1
211,2025-10-01,1,0,7.0
211,2025-11-01,0,0,0.0
212,2024-12-01,1,0,23.8
212,2025-01-01,1,0,21.9
212,2025-02-01,1,1,19.1
212,2025-03-01,1,0,18.1
212,2025-04-01,1,2,19.7
212,2025-05-01,1,1,25.6
212,2025-06-01,1,2,19.4
212,2025-07-01,1,0,20.3
212,2025-08-01,1,0,20.3
212,2025-09-01,1,0,17.7
212,2025-10-01,0,1,15.2
213,2025-08-01,1,0,10.7
213,2025-09-01,1,0,9.8
213,2025-10-01,0,0,11.2
214,2025-12-01,1,2,1.9
215,2025-07-01,1,1,6.0
215,2025-08-01,1,0,6.3
215,2025-09-01,0,0,3.1
216,2025-02-01,1,1,7.5
216,2025-03-01,1,0,9.5
216,2025-04-01,1,0,9.2
216,2025-05-01,0,1,12.5
217,2025-02-01,0,1,17.0
218,2024-12-01,1,2,30.8
218,2025-01-01,1,0,26.4
218,2025-02-01,0,0,23.9
219,2025-03-01,1,1,2.1
219,2025-04-01,1,0,4.2
219,2025-05-01,1,0,8.4
219,2025-06-01,1,0,8.9
219,2025-07-01,1,0,9.3
219,2025-08-01,0,0,4.3
220,2025-11-01,1,0,17.3
220,2025-12-01,1,2,16.2
221,2025-03-01,1,0,22.1
221,2025-04-01,1,1,21.3
221,2025-05-01,1,1,23.3
221,2025-06-01,1,0,18.9
221,2025-07-01,1,3,23.9
221,2025-08-01,1,0,18.7
221,2025-09-01,1,0,19.1
221,2025-10-01,1,1,23.4
221,2025-11-01,1,0,19.2
221,2025-12-01,1,0,20.6
222,2025-05-01,1,0,15.9
222,2025-06-01,1,0,17.3
222,2025-07-01,1,0,10.9
222,2025-08-01,1,1,13.9
222,2025-09-01,1,0,16.2
222,2025-10-01,1,0,9.0
222,2025-11-01,1,0,11.2
222,2025-12-01,1,0,11.9
223,2025-08-01,1,0,11.6
223,2025-09-01,1,1,10.6
223,2025-10-01,1,0,11.4
223,2025-11-01,1,1,11.1
223,2025-12-01,1,1,10.0
224,2024-10-01,1,1,25.5
224,2024-11-01,1,0,13.9
224,2024-12-01,1,1,16.1
224,2025-01-01,1,0,17.1
224,2025-02-01,1,2,8.7
224,2025-03-01,1,0,7.5
224,2025-04-01,0,2,0.7
225,2025-09-01,1,0,20.1
225,2025-10-01,1,1,13.8
225,2025-11-01,1,1,19.9
225,2025-12-01,0,1,18.0
226,2025-07-01,1,2,6.9
226,2025-08-01,1,0,4.9
226,2025-09-01,1,1,7.7
226,2025-10-01,1,0,0.0
226,2025-11-01,1,1,0.0
226,2025-12-01,0,0,4.2
227,2024-12-01,1,0,23.5
227,2025-01-01,1,1,20.3
227,2025-02-01,1,1,12.1
227,2025-03-01,1,0,13.6
227,2025-04-01,1,0,13.1
227,2025-05-01,1,1,12.7
227,2025-06-01,1,0,3.7
227,2025-07-01,1,3,6.2
227,2025-08-01,1,0,8.5
227,2025-09-01,1,1,2.2
227,2025-10-01,0,0,4.5
228,2025-04-01,1,0,24.7
228,2025-05-01,1,0,22.0
228,2025-06-01,1,1,15.7
228,2025-07-01,1,0,15.1
228,2025-08-01,1,0,12.2
228,2025-09-01,1,0,10.0
228,2025-10-01,1,1,3.4
228,2025-11-01,1,2,5.3
228,2025-12-01,1,3,0.0
229,2025-01-01,1,0,14.2
229,2025-02-01,1,0,20.6
229,2025-03-01,0,0,16.9
230,2025-08-01,0,2,25.2
231,2024-12-01,1,0,26.4
231,2025-01-01,1,0,25.4
231,2025-02-01,1,0,26.6
231,2025-03-01,1,0,15.9
231,2025-04-01,1,0,23.1
231,2025-05-01,1,0,20.5
231,2025-06-01,1,0,23.6
231,2025-07-01,1,0,19.8
231,2025-08-01,1,0,27.8
231,2025-09-01,1,1,23.7
231,2025-10-01,1,0,21.5
231,2025-11-01,1,1,15.8
231,2025-12-01,1,0,21.1
232,2025-08-01,1,0,22.3
232,2025-09-01,1,0,17.2
232,2025-10-01,1,0,18.6
232,2025-11-01,1,0,9.0
232,2025-12-01,1,0,15.3
233,2024-12-01,1,0,16.0
233,2025-01-01,1,0,18.8
233,2025-02-01,1,0,14.2
233,2025-03-01,1,0,17.6
233,2025-04-01,1,0,13.5
233,2025-05-01,1,0,13.9
233,2025-06-01,1,0,12.4
233,2025-07-01,1,0,10.4
233,2025-08-01,1,0,10.7
233,2025-09-01,1,3,14.7
233,2025-10-01,1,1,13.1
233,2025-11-01,1,0,11.9
233,2025-12-01,1,1,20.5
234,2025-01-01,1,0,21.5
234,2025-02-01,1,0,24.8
234,2025-03-01,1,0,22.0
234,2025-04-01,1,1,19.8
234,2025-05-01,1,0,18.4
234,2025-06-01,1,0,21.8
234,2025-07-01,1,0,23.3
234,2025-08-01,1,0,23.5
234,2025-09-01,1,0,22.7
234,2025-10-01,1,0,26.5
234,2025-11-01,1,1,23.5
234,2025-12-01,1,0,22.9
235,2024-09-01,1,1,21.5
235,2024-10-01,1,0,22.6
235,2024-11-01,0,1,21.7
236,2025-11-01,1,0,15.1
236,2025-12-01,1,0,9.4
237,2025-05-01,1,1,8.3
237,2025-06-01,1,1,7.7
237,2025-07-01,1,1,7.5
237,2025-08-01,0,2,8.4
238,2024-12-01,1,0,16.5
238,2025-01-01,1,1,14.2
238,2025-02-01,1,0,14.5
238,2025-03-01,1,1,15.2
238,2025-04-01,1,2,17.7
238,2025-05-01,1,1,10.9
238,2025-06-01,1,0,13.5
238,2025-07-01,1,0,12.1
238,2025-08-01,1,0,17.6
238,2025-09-01,1,1,12.5
238,2025-10-01,1,0,17.4
238,2025-11-01,1,0,11.6
238,2025-12-01,1,0,18.8
239,2025-07-01,1,0,14.6
239,2025-08-01,1,0,12.3
239,2025-09-01,1,0,7.9
239,2025-10-01,1,2,4.6
239,2025-11-01,1,0,12.9
239,2025-12-01,1,1,9.0
240,2024-11-01,1,0,16.1
240,2024-12-01,1,0,13.3
240,2025-01-01,1,1,12.5
240,2025-02-01,1,1,12.9
240,2025-03-01,1,1,8.4
240,2025-04-01,1,0,1.9
240,2025-05-01,1,2,0.0
240,2025-06-01,0,0,2.4
241,2024-10-01,1,1,20.4
241,2024-11-01,1,1,27.7
241,2024-12-01,1,0,15.0
241,2025-01-01,1,1,17.6
241,2025-02-01,1,0,13.2
241,2025-03-01,1,1,10.1
241,2025-04-01,1,0,5.8
241,2025-05-01,0,1,2.9
242,2024-12-01,1,0,18.8
242,2025-01-01,0,2,15.5
243,2025-06-01,1,0,26.6
243,2025-07-01,1,0,24.3
243,2025-08-01,1,0,24.4
243,2025-09-01,1,0,26.9
243,2025-10-01,1,1,24.6
243,2025-11-01,1,1,25.6
243,2025-12-01,1,0,29.7
244,2025-12-01,1,1,3.7
245,2025-06-01,1,1,18.0
245,2025-07-01,1,0,14.6
245,2025-08-01,1,0,12.9
245,2025-09-01,1,0,6.9
245,2025-10-01,1,0,8.6
245,2025-11-01,1,0,4.5
245,2025-12-01,1,0,6.0
246,2025-05-01,0,0,0.0
247,2025-08-01,1,1,18.3
247,2025-09-01,1,2,10.4
247,2025-10-01,1,0,15.0
247,2025-11-01,1,0,16.0
247,2025-12-01,0,1,19.2
248,2025-09-01,1,0,31.2
248,2025-10-01,1,0,29.0
248,2025-11-01,1,0,26.7
248,2025-12-01,1,0,16.0
249,2025-05-01,1,1,25.0
249,2025-06-01,1,0,23.1
249,2025-07-01,1,0,17.4
249,2025-08-01,1,1,16.6
249,2025-09-01,0,1,13.5
250,2025-11-01,1,0,24.9
250,2025-12-01,1,0,23.5
251,2025-10-01,0,3,0.0
252,2025-09-01,1,0,25.9
252,2025-10-01,1,1,23.3
252,2025-11-01,0,0,22.5
253,2025-11-01,1,2,9.8
253,2025-12-01,1,0,12.5
254,2025-11-01,0,1,1.1
255,2025-09-01,0,0,22.8
256,2025-02-01,1,0,15.4
256,2025-03-01,1,0,16.7
256,2025-04-01,1,0,11.0
256,2025-05-01,1,0,13.0
256,2025-06-01,1,1,10.6
256,2025-07-01,1,0,20.4
256,2025-08-01,1,0,19.9
256,2025-09-01,1,0,15.6
256,2025-10-01,1,1,17.5
256,2025-11-01,1,0,16.5
256,2025-12-01,1,0,20.6
257,2025-02-01,1,0,10.1
257,2025-03-01,1,0,10.3
257,2025-04-01,1,0,13.8
257,2025-05-01,1,1,12.2
257,2025-06-01,1,0,9.4
257,2025-07-01,0,2,14.3
258,2024-08-01,1,0,16.9
258,2024-09-01,1,0,16.1
258,2024-10-01,1,1,18.9
258,2024-11-01,1,0,18.6
258,2024-12-01,1,1,16.3
258,2025-01-01,1,0,17.0
258,2025-02-01,1,1,21.1
258,2025-03-01,0,1,14.2
259,2025-09-01,1,0,30.4
259,2025-10-01,1,1,34.8
259,2025-11-01,1,1,36.4
259,2025-12-01,1,0,31.0
260,2025-05-01,1,1,6.7
260,2025-06-01,1,1,4.4
260,2025-07-01,0,0,3.7
261,2025-09-01,0,0,5.4
262,2024-12-01,1,0,6.5
262,2025-01-01,0,3,2.2
263,2025-10-01,1,1,24.9
263,2025-11-01,1,0,26.3
263,2025-12-01,1,0,24.5
264,2024-12-01,0,0,24.3
265,2025-01-01,1,0,13.3
265,2025-02-01,1,0,13.8
265,2025-03-01,1,2,7.2
265,2025-04-01,1,0,12.9
265,2025-05-01,1,0,15.8
265,2025-06-01,0,1,15.3
266,2024-10-01,1,0,19.7
266,2024-11-01,1,1,16.5
266,2024-12-01,1,0,17.4
266,2025-01-01,1,1,15.8
266,2025-02-01,0,1,6.7
267,2025-01-01,1,0,28.7
267,2025-02-01,1,0,27.3
267,2025-03-01,0,2,30.1
268,2024-08-01,1,0,23.6
268,2024-09-01,1,0,25.3
268,2024-10-01,1,0,21.7
268,2024-11-01,1,0,24.6
268,2024-12-01,1,0,23.7
268,2025-01-01,1,0,24.7
268,2025-02-01,1,1,18.9
268,2025-03-01,1,0,14.6
268,2025-04-01,1,1,19.8
268,2025-05-01,1,0,22.2
268,2025-06-01,1,0,26.2
268,2025-07-01,0,1,18.8
269,2024-12-01,1,0,10.8
269,2025-01-01,1,2,12.2
269,2025-02-01,1,0,10.5
269,2025-03-01,1,1,12.6
269,2025-04-01,1,0,10.2
269,2025-05-01,1,0,12.8
269,2025-06-01,0,0,7.2
270,2024-10-01,1,0,19.8
270,2024-11-01,1,1,11.7
270,2024-12-01,0,0,12.7
271,2025-12-01,1,0,12.6
272,2025-02-01,1,0,28.1
272,2025-03-01,1,1,27.5
272,2025-04-01,1,0,25.4
272,2025-05-01,1,0,22.5
272,2025-06-01,1,1,29.2
272,2025-07-01,1,0,31.9
272,2025-08-01,1,0,28.8
272,2025-09-01,1,0,24.6
272,2025-10-01,1,0,26.2
272,2025-11-01,1,0,23.8
272,2025-12-01,1,1,28.6
273,2025-08-01,1,1,30.0
273,2025-09-01,1,0,27.0
273,2025-10-01,1,0,30.6
273,2025-11-01,1,1,24.8
273,2025-12-01,1,0,29.2
274,2025-11-01,0,0,24.9
275,2024-09-01,1,0,19.6
275,2024-10-01,1,0,17.7
275,2024-11-01,1,0,23.4
275,2024-12-01,1,0,25.8
275,2025-01-01,1,0,23.0
275,2025-02-01,1,0,22.1
275,2025-03-01,1,0,21.2
275,2025-04-01,1,0,24.0
275,2025-05-01,1,1,15.5
275,2025-06-01,1,0,23.4
275,2025-07-01,1,1,22.2
275,2025-08-01,1,0,21.8
275,2025-09-01,1,0,22.5
275,2025-10-01,0,0,19.6
276,2025-02-01,1,1,15.3
276,2025-03-01,1,0,13.0
276,2025-04-01,1,0,12.4
276,2025-05-01,1,0,17.4
276,2025-06-01,1,0,19.8
276,2025-07-01,1,0,12.0
276,2025-08-01,1,0,18.9
276,2025-09-01,1,0,20.2
276,2025-10-01,1,0,18.7
276,2025-11-01,1,2,15.5
276,2025-12-01,1,2,19.1
277,2025-11-01,1,0,29.8
277,2025-12-01,1,2,25.7
278,2025-10-01,1,0,15.5
278,2025-11-01,1,2,12.9
278,2025-12-01,1,2,7.4
279,2024-10-01,1,1,16.3
279,2024-11-01,1,1,14.1
279,2024-12-01,0,0,19.6
280,2025-09-01,1,1,11.0
280,2025-10-01,1,1,5.5
280,2025-11-01,1,0,12.7
280,2025-12-01,0,2,5.6
281,2024-08-01,1,2,24.0
281,2024-09-01,1,1,15.2
281,2024-10-01,1,0,14.8
281,2024-11-01,1,0,11.2
281,2024-12-01,0,0,9.8
282,2025-11-01,1,0,23.8
282,2025-12-01,1,2,29.5
283,2025-08-01,1,1,16.7
283,2025-09-01,1,1,19.1
283,2025-10-01,1,0,23.3
283,2025-11-01,0,0,23.8
284,2025-12-01,1,1,8.6
285,2025-05-01,1,2,0.2
285,2025-06-01,1,0,4.9
285,2025-07-01,1,0,5.9
285,2025-08-01,0,0,4.9
286,2025-11-01,1,0,16.7
286,2025-12-01,1,0,12.6
287,2025-02-01,1,0,31.5
287,2025-03-01,1,0,25.7
287,2025-04-01,1,0,27.4
287,2025-05-01,1,0,26.3
287,2025-06-01,1,1,27.1
287,2025-07-01,1,1,26.9
287,2025-08-01,1,0,28.3
287,2025-09-01,1,0,31.0
287,2025-10-01,1,0,30.5
287,2025-11-01,0,0,28.5
288,2024-10-01,1,0,23.6
288,2024-11-01,1,0,16.8
288,2024-12-01,1,0,20.9
288,2025-01-01,1,0,21.1
288,2025-02-01,1,0,21.6
288,2025-03-01,1,0,26.3
288,2025-04-01,1,0,19.9
288,2025-05-01,1,0,20.6
288,2025-06-01,1,1,17.0
288,2025-07-01,1,0,21.2
288,2025-08-01,1,0,23.0
288,2025-09-01,1,0,20.1
288,2025-10-01,1,0,18.3
288,2025-11-01,1,0,25.5
288,2025-12-01,1,0,20.2
289,2025-02-01,1,1,23.3
289,2025-03-01,1,1,21.2
289,2025-04-01,1,0,23.9
289,2025-05-01,1,1,21.0
289,2025-06-01,0,0,24.4
290,2024-12-01,1,1,21.7
290,2025-01-01,1,0,27.2
290,2025-02-01,1,0,25.3
290,2025-03-01,1,0,29.0
290,2025-04-01,1,0,22.5
290,2025-05-01,1,0,22.2
290,2025-06-01,1,0,21.7
290,2025-07-01,1,0,24.3
290,2025-08-01,1,0,25.3
290,2025-09-01,1,0,27.4
290,2025-10-01,1,0,26.2
290,2025-11-01,1,0,26.1
290,2025-12-01,1,0,28.4
291,2024-11-01,1,2,5.7
291,2024-12-01,0,1,9.7
292,2025-01-01,1,0,24.2
292,2025-02-01,1,1,24.3
292,2025-03-01,1,0,22.9
292,2025-04-01,0,0,22.6
293,2025-09-01,0,0,40.7
294,2025-01-01,1,1,17.5
294,2025-02-01,1,0,12.2
294,2025-03-01,1,0,24.6
294,2025-04-01,1,1,18.4
294,2025-05-01,1,0,24.3
294,2025-06-01,1,1,15.2
294,2025-07-01,1,0,19.7
294,2025-08-01,1,0,18.4
294,2025-09-01,1,0,20.0
294,2025-10-01,1,2,20.6
294,2025-11-01,1,0,16.4
294,2025-12-01,1,0,16.6
295,2025-04-01,1,0,18.5
295,2025-05-01,1,2,18.8
295,2025-06-01,1,1,15.3
295,2025-07-01,1,1,12.3
295,2025-08-01,0,1,6.5
296,2025-10-01,1,1,24.4
296,2025-11-01,1,0,26.9
296,2025-12-01,1,0,22.3
297,2024-09-01,1,1,22.6
297,2024-10-01,1,0,25.4
297,2024-11-01,0,1,30.3
298,2025-02-01,1,0,18.4
298,2025-03-01,1,1,20.1
298,2025-04-01,0,2,14.9
299,2025-02-01,1,1,0.7
299,2025-03-01,1,1,0.0
299,2025-04-01,1,0,0.0
299,2025-05-01,0,1,0.1
300,2024-07-01,1,0,13.0
300,2024-08-01,1,0,16.6
300,2024-09-01,1,0,16.4
300,2024-10-01,1,1,14.5
300,2024-11-01,1,0,10.7
300,2024-12-01,1,1,16.0
300,2025-01-01,1,1,12.0
300,2025-02-01,1,0,21.1
300,2025-03-01,1,0,15.5
300,2025-04-01,1,0,18.8
300,2025-05-01,1,1,14.4
300,2025-06-01,1,1,15.8
300,2025-07-01,1,1,19.4
300,2025-08-01,0,0,16.7
301,2025-11-01,1,2,7.2
301,2025-12-01,1,1,8.1
302,2025-09-01,1,0,15.4
302,2025-10-01,1,0,16.7
302,2025-11-01,0,0,16.8
303,2025-11-01,0,0,12.0
304,2024-08-01,1,0,24.8
304,2024-09-01,1,0,22.0
304,2024-10-01,1,1,19.6
304,2024-11-01,1,1,17.5
304,2024-12-01,1,0,19.1
304,2025-01-01,1,0,12.1
304,2025-02-01,1,1,27.6
304,2025-03-01,1,0,18.1
304,2025-04-01,1,0,20.2
304,2025-05-01,0,1,18.0
305,2025-01-01,1,0,18.2
305,2025-02-01,1,0,18.8
305,2025-03-01,1,1,13.6
305,2025-04-01,1,0,20.4
305,2025-05-01,1,0,21.8
305,2025-06-01,1,1,19.8
305,2025-07-01,1,0,29.1
305,2025-08-01,1,0,24.7
305,2025-09-01,1,0,23.9
305,2025-10-01,1,0,16.3
305,2025-11-01,1,0,23.1
305,2025-12-01,1,0,23.2
306,2025-11-01,1,0,19.2
306,2025-12-01,1,0,19.0
307,2025-07-01,1,0,20.5
307,2025-08-01,1,1,23.3
307,2025-09-01,0,0,22.5
308,2025-01-01,1,0,20.0
308,2025-02-01,1,0,15.3
308,2025-03-01,1,0,16.8
308,2025-04-01,1,1,11.9
308,2025-05-01,1,0,10.8
308,2025-06-01,1,0,6.2
308,2025-07-01,1,0,8.4
308,2025-08-01,1,0,6.5
308,2025-09-01,1,0,4.3
308,2025-10-01,0,2,1.0
309,2025-01-01,1,0,25.1
309,2025-02-01,1,1,23.4
309,2025-03-01,1,0,21.2
309,2025-04-01,1,1,29.6
309,2025-05-01,1,0,25.5
309,2025-06-01,1,0,26.6
309,2025-07-01,1,0,27.3
309,2025-08-01,1,0,23.1
309,2025-09-01,1,0,21.6
309,2025-10-01,1,0,31.1
309,2025-11-01,1,1,27.3
309,2025-12-01,1,1,24.6
310,2024-12-01,1,0,30.8
